_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,availability_365,city,country,amenities_count,review_scores_accuracy,review_scores_location,host_id,host_name,first_review_date,last_review_date,log_price,amenities_bins,price_log
10038496,Copacabana Apartment Posto 6,Apartment,Entire home/apt,Real Bed,3,75,strict_14_with_grace_period,4.0,1.0,3.0,70,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Oven, Stove, Long term stays allowed, Wide hallway clearance, Host greets you",119.0,600.0,150.0,40.0,3.0,118,Rio de Janeiro,Brazil,31.0,10.0,10.0,51530266,Ana Valéria,2016-01-18,2019-01-28,4.787491742782046,31-40,4.787491742782046
1003530,New York City - Upper West Side Apt,Apartment,Private room,Real Bed,12,360,strict_14_with_grace_period,2.0,1.0,1.0,70,"Internet, Wifi, Air conditioning, Kitchen, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, translation missing: en.hosting_amenity_50",135.0,0.0,135.0,0.0,1.0,93,New York,United States,11.0,10.0,10.0,454250,Greta,2013-04-29,2018-08-12,4.912654885736052,11-20,4.912654885736052
10021707,Private Room in Bushwick,Apartment,Private room,Real Bed,14,1125,flexible,1.0,1.0,1.0,1,"Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Smoke detector, Carbon monoxide detector, Essentials, Lock on bedroom door",40.0,0.0,0.0,0.0,1.0,0,Brooklyn,United States,10.0,10.0,10.0,11275734,Josh,2016-01-31,2016-01-31,3.713572066704308,0-10,3.713572066704308
10096773,Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2.0,1.0,1.0,1,"TV, Internet, Wifi, Kitchen, Heating, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials",145.0,0.0,60.0,0.0,1.0,0,New York,United States,9.0,10.0,10.0,34607505,Scott,2016-01-03,2016-01-03,4.983606621708336,0-10,4.983606621708336
10109896,THE Place to See Sydney's FIREWORKS,House,Entire home/apt,Real Bed,2,1125,moderate,2.0,1.0,1.0,0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace",250.0,400.0,150.0,0.0,1.0,0,Rozelle,Australia,17.0,10.0,10.0,6517277,Kristin,2016-01-03,2019-03-01,5.5254529391317835,11-20,5.5254529391317835
10084023,City center private room with bed,Guesthouse,Private room,Futon,1,500,strict_14_with_grace_period,1.0,1.0,1.0,81,"TV, Wifi, Air conditioning, Kitchen, Elevator, First aid kit, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Microwave, Refrigerator, Dishes and silverware, Stove, Long term stays allowed, Host greets you",181.0,0.0,50.0,62.5,1.0,220,Hong Kong ,Hong Kong,17.0,10.0,10.0,51744313,Yi,2015-12-22,2019-03-01,5.204006687076795,11-20,5.204006687076795
10112159,Downtown Oporto Inn (room cleaning),Hostel,Private room,Real Bed,1,1125,moderate,2.0,1.0,1.0,0,"TV, Cable TV, Wifi, Family/kid friendly, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Hot water, Long term stays allowed, Other",40.0,0.0,50.0,25.0,2.0,359,Porto,Portugal,14.0,10.0,10.0,2649859,Elisabete,2016-12-29,2019-03-06,3.713572066704308,11-20,3.713572066704308
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,Real Bed,2,30,moderate,2.0,1.0,1.0,91,"TV, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Building staff, Private living room, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Cleaning before checkout, Step-free access, Flat path to front door, Well-lit path to entrance, Step-free access",185.0,750.0,120.0,0.0,1.0,265,Darlinghurst,Australia,42.0,10.0,10.0,16187044,Desireé,2016-06-30,2019-03-06,5.225746673713202,41-50,5.225746673713202
10116578,Apartamento zona sul do RJ,Apartment,Entire home/apt,Real Bed,1,1125,flexible,5.0,3.0,3.0,0,"Cable TV, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Free parking on premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, 24-hour check-in, Iron",642.5,0.0,0.0,0.0,1.0,365,Rio de Janeiro,Brazil,13.0,10.0,10.0,51915770,Luiz Rodrigo,2016-06-30,2019-01-08,6.466922027036182,11-20,6.466922027036182
1019168,"Cozy Nest, heart of the Plateau",Apartment,Private room,Real Bed,2,120,strict_14_with_grace_period,1.0,1.0,1.0,62,"TV, Wifi, Kitchen, Paid parking off premises, Pets live on this property, Cat(s), Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Garden or backyard, Luggage dropoff allowed, Long term stays allowed",34.0,0.0,25.0,10.0,1.0,0,Montreal,Canada,34.0,10.0,10.0,39300,Lilou,2014-06-22,2019-01-08,3.5553480614894135,31-40,3.5553480614894135
10138784,Room Close to LGA and 35 mins to Times Square,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2.0,1.0,1.0,91,"Internet, Wifi, Air conditioning, Pets live on this property, Dog(s), Other pet(s), Elevator, Buzzer/wireless intercom, Heating, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Host greets you",46.0,0.0,15.0,10.0,1.0,365,Queens,United States,19.0,10.0,10.0,52031360,Cheer,2016-01-05,2018-11-28,3.8501476017100584,11-20,3.8501476017100584
10166986,Resort-like living in Williamsburg,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4.0,2.0,2.0,1,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Doorman, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hangers, Iron",220.0,0.0,25.0,0.0,1.0,0,Brooklyn,United States,21.0,10.0,10.0,14461742,Mohammed,2016-01-01,2016-01-01,5.3981627015177525,21-30,5.3981627015177525
10133350,2 bedroom Upper east side,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5.0,2.0,2.0,9,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Pets allowed, Pets live on this property, Buzzer/wireless intercom, Heating, Family/kid friendly, Essentials, Shampoo, Hair dryer, Iron, Laptop friendly workspace",275.0,0.0,35.0,0.0,1.0,0,New York,United States,16.0,10.0,10.0,52004369,Chelsea,2016-05-28,2017-08-19,5.62040086571715,11-20,5.62040086571715
10133554,Double and triple rooms Blue mosque,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3.0,1.0,2.0,29,"Internet, Wifi, Air conditioning, Free parking on premises, Smoking allowed, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff",121.0,0.0,0.0,0.0,1.0,365,Fatih ,Turkey,19.0,10.0,10.0,52004703,Mehmet Emin,2017-05-04,2018-05-07,4.804021044733257,11-20,4.804021044733257
10140368,A bedroom far away from home,Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2.0,1.0,1.0,91,"Wifi, Kitchen, Free street parking, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Private entrance, Hot water, Host greets you",45.0,0.0,0.0,10.0,1.0,34,Queens,United States,18.0,10.0,10.0,1017772,Lane,2016-01-06,2019-03-03,3.828641396489095,11-20,3.828641396489095
10166883,Large railroad style 3 bedroom apt in Manhattan!,Apartment,Entire home/apt,Real Bed,3,6,strict_14_with_grace_period,9.0,3.0,4.0,22,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Buzzer/wireless intercom, Heating, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Other",180.0,199.0,59.0,19.0,3.5,0,New York,United States,28.0,10.0,10.0,35215309,Vick,2016-01-03,2019-01-01,5.198497031265826,21-30,5.198497031265826
10184012,Apto semi mobiliado,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2.0,2.0,2.0,0,"Air conditioning, Kitchen, Free parking on premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Essentials, Hangers, Iron",380.0,0.0,0.0,0.0,1.0,365,Rio de Janeiro,Brazil,11.0,10.0,10.0,52299431,Ricardo,2016-01-03,2017-12-01,5.942799375126701,11-20,5.942799375126701
10186755,Roof double bed private room,Loft,Private room,Real Bed,1,1125,flexible,2.0,1.0,2.0,0,"TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Heating, Family/kid friendly, Washer, Essentials, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace",185.0,0.0,0.0,0.0,1.0,365,Istanbul,Turkey,15.0,10.0,10.0,52316085,Mustafa,2016-01-03,2017-12-01,5.225746673713202,11-20,5.225746673713202
10199760,Uygun nezih daire,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4.0,1.0,2.0,0,"TV, Internet, Wifi, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace",264.0,527.0,26.0,53.0,1.0,365,Zeytinburnu,Turkey,17.0,10.0,10.0,37417314,Yaşar,2016-01-03,2017-12-01,5.579729825986222,11-20,5.579729825986222
1016739,Private Room (2)  in Guest House at Coogee Beach,House,Private room,Real Bed,3,365,strict_14_with_grace_period,2.0,1.0,2.0,8,"TV, Internet, Wifi, Kitchen, Smoking allowed, Doorman, Free street parking, Family/kid friendly, Washer, Dryer, Smoke detector, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water",64.0,0.0,30.0,0.0,1.0,20,Coogee,Australia,23.0,10.0,10.0,5595776,David,2013-07-15,2017-12-01,4.174387269895637,21-30,4.174387269895637
10120414,The LES Apartment,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3.0,1.0,1.0,0,"TV, Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",150.0,200.0,0.0,0.0,1.0,0,New York,United States,16.0,10.0,10.0,33231070,Mert,2013-07-15,2017-08-27,5.017279836814924,11-20,5.017279836814924
10117617,A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,Real Bed,7,180,moderate,2.0,1.0,1.0,12,"TV, Kitchen, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Bathtub, Beachfront",40.0,250.0,15.0,0.0,2.0,46,Vila do Conde,Portugal,18.0,10.0,10.0,51920973,Manuela,2016-04-19,2017-08-27,3.713572066704308,11-20,3.713572066704308
10201975,Ipanema: moderno apê 2BR + garagem,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4.0,2.0,2.0,24,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you",298.0,600.0,180.0,50.0,2.0,174,Rio de Janeiro,Brazil,25.0,10.0,10.0,2537111,Barbara,2016-02-23,2019-01-28,5.700443573390687,21-30,5.700443573390687
10209136,"Friendly Apartment, 10m from Manly",Apartment,Private room,Real Bed,1,1125,flexible,2.0,1.0,1.0,4,"Internet, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, First aid kit, Essentials",36.0,0.0,0.0,20.0,2.0,0,Fairlight,Australia,10.0,10.0,10.0,52453573,Isaac,2016-01-24,2016-02-16,3.6109179126442243,0-10,3.6109179126442243
1022200,"Kailua-Kona, Kona Coast II 2b condo",Apartment,Entire home/apt,Real Bed,7,7,strict_14_with_grace_period,6.0,2.0,3.0,1,"Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Family/kid friendly, Washer, Dryer",135.0,200.0,0.0,0.0,1.0,196,Kailua-Kona,United States,11.0,10.0,10.0,3393610,Daniel,2018-06-15,2018-06-15,4.912654885736052,11-20,4.912654885736052
10215858,Cozy Queen Guest Room&My,Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,2.0,1.0,1.0,9,"TV, Wifi, Air conditioning, Doorman, Elevator, Family/kid friendly, Smoke detector, Essentials, Lock on bedroom door, Hangers, Hair dryer",330.0,0.0,0.0,0.0,1.0,135,Hong Kong,Hong Kong,11.0,10.0,10.0,52473150,Danny,2016-07-13,2018-11-06,5.802118375377063,11-20,5.802118375377063
10228731,Quarto inteiro na Tijuca,Apartment,Private room,Real Bed,1,15,flexible,1.0,1.0,1.0,1,"Internet, Wifi, Kitchen, Free parking on premises, Family/kid friendly, Washer",149.0,0.0,30.0,0.0,1.0,178,Rio de Janeiro,Brazil,6.0,10.0,10.0,12673423,Gilberto,2016-05-26,2016-05-26,5.0106352940962555,0-10,5.0106352940962555
10220130,Cozy aptartment in Recreio (near Olympic Venues),Apartment,Entire home/apt,Real Bed,2,30,flexible,6.0,3.0,3.0,0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Safety card, Fire extinguisher, Essentials, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50",642.5,0.0,262.5,62.5,3.5,0,Rio de Janeiro,Brazil,23.0,10.0,10.0,31553171,José Augusto,2016-05-26,2016-02-20,6.466922027036182,21-30,6.466922027036182
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4.0,1.0,2.0,1,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Hot tub, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",499.0,0.0,99.0,0.0,1.0,365,Lahaina,United States,31.0,10.0,10.0,12057949,Holly,2016-02-20,2016-02-20,6.214608098422191,31-40,6.214608098422191
10332161,A large sunny bedroom,Apartment,Private room,Real Bed,3,1125,moderate,1.0,1.0,1.0,2,"Wifi, Air conditioning, Kitchen, Heating, Washer, Dryer, Smoke detector, First aid kit, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",35.0,0.0,0.0,0.0,1.0,0,Bronx,United States,15.0,10.0,10.0,53169195,Ehssan,2016-08-05,2016-08-20,3.58351893845611,11-20,3.58351893845611
10233856,Twin Bed room+MTR Mongkok shopping&My,Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,3.0,1.0,2.0,22,"TV, Wifi, Air conditioning, Doorman, Elevator, Family/kid friendly, Smoke detector, Essentials, Lock on bedroom door, Hangers, Hair dryer",400.0,0.0,0.0,0.0,1.0,145,Hong Kong,Hong Kong,11.0,10.0,10.0,52473150,Danny,2016-08-28,2018-07-12,5.993961427306569,11-20,5.993961427306569
10295352,"Amazing and Big Apt, Ipanema Beach.",Apartment,Entire home/apt,Real Bed,1,1125,flexible,6.0,3.0,4.0,0,"Cable TV, Wifi, Air conditioning, Wheelchair accessible, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Iron",642.5,0.0,0.0,0.0,1.0,0,Rio de Janeiro,Brazil,11.0,10.0,10.0,52966539,Pedro,2016-08-28,2018-03-18,6.466922027036182,11-20,6.466922027036182
10373872,Apartamento Mobiliado - Lgo do Machado,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,4.0,1.0,2.0,0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Hot water, Luggage dropoff allowed, Long term stays allowed",149.0,750.0,60.0,40.0,2.0,316,Rio de Janeiro,Brazil,26.0,10.0,10.0,15152328,Marcelo,2016-08-28,2018-03-18,5.0106352940962555,21-30,5.0106352940962555
10264100,Your spot in Copacabana,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,6.0,2.0,5.0,8,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, First aid kit, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Window guards, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Host greets you",642.5,500.0,150.0,20.0,3.5,247,Rio de Janeiro,Brazil,31.0,10.0,10.0,52772199,Ana Lúcia,2016-08-13,2018-03-18,6.466922027036182,31-40,6.466922027036182
10359729,,Apartment,Private room,Real Bed,1,1125,flexible,4.0,1.0,2.0,0,"Internet, Wifi, Kitchen, Smoking allowed, Doorman, Heating, Washer, First aid kit, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",105.0,0.0,0.0,0.0,1.0,0,Istanbul,Turkey,16.0,10.0,10.0,53319251,Seda,2016-08-13,2019-02-18,4.663439094112067,11-20,4.663439094112067
103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,Apartment,Entire home/apt,Real Bed,2,300,strict_14_with_grace_period,2.0,1.0,2.0,91,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Luggage dropoff allowed, Long term stays allowed, Other",175.0,300.0,90.0,62.5,2.0,363,Brooklyn,United States,32.0,10.0,10.0,465278,Ade,2013-09-21,2019-02-18,5.170483995038151,31-40,5.170483995038151
10317142,Private OceanFront - Bathtub Beach. Spacious House,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,9.5,3.5,6.0,32,"TV, Cable TV, Internet, Wifi, Wheelchair accessible, Kitchen, Free parking on premises, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Essentials, 24-hour check-in, Hair dryer, Iron, Laptop friendly workspace, Beachfront",642.5,750.0,262.5,0.0,1.0,229,Laie,United States,18.0,10.0,10.0,53086419,Noah,2016-01-24,2019-02-19,6.466922027036182,11-20,6.466922027036182
10324377,Suíte em local tranquilo e seguro,House,Private room,Real Bed,1,1125,moderate,1.0,1.0,1.0,0,"Cable TV, Internet, Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Buzzer/wireless intercom, Lock on bedroom door, Iron, Laptop friendly workspace",101.0,400.0,100.0,50.0,1.0,357,Rio de Janeiro,Brazil,11.0,10.0,10.0,53127432,Renato,2016-01-24,2019-02-04,4.624972813284271,11-20,4.624972813284271
1038163,luxury apartment in istanbul taxsim,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4.0,1.0,3.0,91,"Cable TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Heating, Family/kid friendly, Fire extinguisher, Essentials, Shampoo",269.0,0.0,60.0,42.0,3.0,317,Istanbul,Turkey,12.0,10.0,10.0,5386341,Osman,2013-04-18,2019-02-04,5.598421958998375,11-20,5.598421958998375
